,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
0,0.1786845,0.1882158,0.20238689,0.21460244,0.2204468,0.2192466,0.21269497,0.20294021,0.19237734,0.18423979,0.18158261,0.18480736,0.19086428,0.19597945,0.19936575,0.20374344,0.21212675,0.22467929,0.23891562,0.25223222,0.2637607,0.27477723,0.28863278,0.30949572,0.3384466,0.36935613,0.39023262,0.3912585,0.37256107,0.34393167,0.31699088,0.29769787,0.28557858,0.27828112,0.27502882,0.27567592,0.27878273,0.2827733,0.28824,0.29700166,0.3087199,0.3198056,0.32588425,0.32460153,0.31635663,0.30346674,0.28882754,0.2746964,0.26254058,0.25412253,0.25192165,0.25736916,0.2687814,0.28192902,0.29282922,0.2999124,0.30420795,0.30811614,0.3135657,0.32050264,0.32678708,0.32974598,0.32859072,0.3260766,0.3273845,0.33612967,0.3509286,0.36607608,0.375476,0.37602225,0.36864588,0.3578808,0.35026538,0.3511415,0.36136386,0.37692207,0.39201507,0.40266928,0.4081475,0.40994594,0.4096035,0.40702707,0.40106383,0.39182234,0.3815236,0.37229857,0.36381608,0.35411245,0.34255442,0.33089396,0.3210612,0.31291923,0.30503747,0.29692796,0.28940147,0.28314784,0.27807802,0.2739617,0.27092505,0.2692522,0.2688791,0.26879528,0.26699355,0.26173073,0.25308922,0.2429412,0.2337344,0.2281588,0.22938009,0.2394569,0.25633675,0.27332717,0.28294206,0.28184792,0.2724469,0.26054397,0.25193822,0.25010908,0.25501367,0.26279163,0.2671621,0.26276115,0.24852128,0.22828232,0.20800051,0.1920491,0.1815317,0.17510726,0.17081277,0.16749768,0.16535026,0.16542083,0.1684477,0.1737623,0.17918906,0.18277262,0.18628919,0.19803241,0.23100096,0.29640323,0.39813736,0.53259397,0.6895574,0.8473593,0.96685517,1.0,0.9182616,0.7395251,0.5240637,0.33786216,0.21482922,0.14842667,0.11202052,0.083845794,0.05723533,0.035550475,0.022616219,0.017691763,0.0164793,0.014688467,0.010609137,0.0053710975,0.0013351174,0.0,0.0010162483,0.0028770613,0.0042810035,0.0048242984,0.004782784,0.004612056
1,0.6938573,0.68424606,0.67426866,0.67248017,0.6778029,0.68175125,0.67918825,0.6744653,0.6752138,0.6813699,0.6832929,0.67247015,0.6528244,0.638153,0.63670737,0.63999295,0.62909263,0.59254605,0.53811353,0.48767573,0.4601299,0.45716372,0.4641727,0.4647271,0.45397624,0.43894336,0.42875144,0.42640623,0.42852032,0.43113643,0.436114,0.45172,0.4842006,0.5264293,0.5570381,0.55555,0.5198538,0.46683532,0.4164582,0.3785462,0.35414588,0.34351933,0.34904066,0.3722956,0.41021976,0.4528684,0.4858932,0.49926257,0.49421158,0.47903538,0.45908803,0.43370754,0.40112108,0.36300853,0.3248202,0.293414,0.27391306,0.2673994,0.27056876,0.27731627,0.28173813,0.28105456,0.27604333,0.2687741,0.26074585,0.25343862,0.24899222,0.2484756,0.2499327,0.2499255,0.2474461,0.24522576,0.2464363,0.25076833,0.25489035,0.2564218,0.2560249,0.25563625,0.2560548,0.25660616,0.25636867,0.2552429,0.25381425,0.25239196,0.25053847,0.2476148,0.24369349,0.24006176,0.23868985,0.24047793,0.24364708,0.24459681,0.24132328,0.23584454,0.23230366,0.23264089,0.23533857,0.23882869,0.2445748,0.2552285,0.27017015,0.28444946,0.29282337,0.29401168,0.29022825,0.2836603,0.27495602,0.26449317,0.2535071,0.24401794,0.23831059,0.23789114,0.24209364,0.24799092,0.25243527,0.25425658,0.25420788,0.25326285,0.25180352,0.2503484,0.25003877,0.25166875,0.25459558,0.2573947,0.25930667,0.2602263,0.25991157,0.25844243,0.25717923,0.25847355,0.26429486,0.27426323,0.28388923,0.28624973,0.27900302,0.27138472,0.2824737,0.32941496,0.41454226,0.52262276,0.6325958,0.7355112,0.837985,0.9383093,1.0,0.96816355,0.8253904,0.62063277,0.43025434,0.2972627,0.21540976,0.15968065,0.11627663,0.08565375,0.07089154,0.07005539,0.07590549,0.07913681,0.07355447,0.060195487,0.04557628,0.035126977,0.028996592,0.024128243,0.018731097,0.013483264,0.009268336,0.005696339,0.002324854,0.0
2,0.43745485,0.44152397,0.4457765,0.44676244,0.44529015,0.4453771,0.44912043,0.4531966,0.4520175,0.4449482,0.43842256,0.43914106,0.44674885,0.4553783,0.46089247,0.4636978,0.46515805,0.4645656,0.46074015,0.45503655,0.4516747,0.4550735,0.46643758,0.48229778,0.4965698,0.5049842,0.5085307,0.5130748,0.524899,0.54503417,0.567383,0.58368343,0.59116435,0.5940447,0.59672594,0.5977733,0.5929191,0.5825312,0.57284313,0.56927097,0.57108116,0.57443213,0.5789155,0.5880356,0.60307366,0.6189298,0.6270717,0.621443,0.60138917,0.5710789,0.5378745,0.5099809,0.49285486,0.48677978,0.48849648,0.49492732,0.5041788,0.5134707,0.51853997,0.5164614,0.5082318,0.49776816,0.48873872,0.48240346,0.47757313,0.47201288,0.46412405,0.45401686,0.4442405,0.44023642,0.44820797,0.46931413,0.49559692,0.5143385,0.51788807,0.5083546,0.49292412,0.476691,0.46076384,0.4455466,0.43368113,0.42861462,0.4303601,0.4341997,0.43492663,0.431343,0.42479882,0.41439918,0.39680654,0.371657,0.34501076,0.32574916,0.3189616,0.32310995,0.33222008,0.33976787,0.34209758,0.3409104,0.34265935,0.35290438,0.36981222,0.38485244,0.39161387,0.39298192,0.39764798,0.4093001,0.42067927,0.41962853,0.4013436,0.3742836,0.35364556,0.34881455,0.3565008,0.36498198,0.36468828,0.35573724,0.34666273,0.3462068,0.3551974,0.36507234,0.36440432,0.3480109,0.3204493,0.29088795,0.26500496,0.24202786,0.21878286,0.19532098,0.17597665,0.165107,0.1622209,0.16176713,0.15827456,0.15217549,0.15070634,0.16270491,0.19141532,0.23089017,0.2694522,0.30030692,0.33414125,0.40140948,0.5321377,0.7200001,0.9042462,1.0,0.9595163,0.8059708,0.6074754,0.4240096,0.27991807,0.17357399,0.09760242,0.04760527,0.02011748,0.009495396,0.0082647735,0.009622756,0.009575728,0.0073751193,0.0043316656,0.0020607843,0.0012801082,0.0016104002,0.0021444089,0.0021935727,0.0016620851,0.00089882594,0.00029266672,0.0
3,0.08070945,0.08369752,0.08785125,0.09120385,0.093188874,0.09423459,0.09428614,0.0927677,0.08986339,0.08662163,0.08371759,0.08127526,0.080154344,0.08224,0.08849334,0.09693914,0.10351274,0.1055472,0.104280174,0.10349551,0.105726294,0.11003069,0.11332698,0.11352032,0.11112034,0.10780854,0.103907,0.09823761,0.09074075,0.08398686,0.0809815,0.08222266,0.08601943,0.09072303,0.09497697,0.09672275,0.09460625,0.09058941,0.08880931,0.09097848,0.09466183,0.097054265,0.09880387,0.10245734,0.10814027,0.11310493,0.11587373,0.11873015,0.12472222,0.13345084,0.14158127,0.14711542,0.1513373,0.15605325,0.16052327,0.1625407,0.1617594,0.16028202,0.15993391,0.16026613,0.15967639,0.15762727,0.15504563,0.15279877,0.15052302,0.14743477,0.14422588,0.14356063,0.14772376,0.15532921,0.16145785,0.16246063,0.1599566,0.15833512,0.15885328,0.1585967,0.15557638,0.1524437,0.15366466,0.16010343,0.16782776,0.17224991,0.17270814,0.17246097,0.17428564,0.17727394,0.17911969,0.18023531,0.1828778,0.18659332,0.18781677,0.18447459,0.17805739,0.17075545,0.16361287,0.15817115,0.15692323,0.16042842,0.16532774,0.16670965,0.16253684,0.15533084,0.14936599,0.14648193,0.1449359,0.14211455,0.13782145,0.1345186,0.1341436,0.13516426,0.13413936,0.13063888,0.12879573,0.13238634,0.13970219,0.14529592,0.14608999,0.14402026,0.14321627,0.14611009,0.15179569,0.15671173,0.1571537,0.15233184,0.14507307,0.13899338,0.13521606,0.13231754,0.12904184,0.12614202,0.12534772,0.12724666,0.13073559,0.13407016,0.13624606,0.13941304,0.1525133,0.19094713,0.26684844,0.37706703,0.505453,0.6400096,0.7793117,0.9123624,1.0,0.9953284,0.8882842,0.7202753,0.5503889,0.41296002,0.3084347,0.22457844,0.15659133,0.10778292,0.07923998,0.064806566,0.055374287,0.045174666,0.034083366,0.025713775,0.023109509,0.024802446,0.025158528,0.019687302,0.00986066,0.0017465873,0.0,0.0040136315,0.009653776,0.013246095
4,0.7254197,0.7245433,0.7206102,0.7141645,0.7095673,0.7092374,0.7099265,0.70887524,0.7126553,0.7342105,0.7781309,0.8321922,0.87695116,0.90142983,0.90659636,0.89771014,0.88003576,0.8619526,0.8562703,0.87402016,0.91528803,0.9649256,0.99876255,1.0,0.97356766,0.9411953,0.9185561,0.90035826,0.87173736,0.82999575,0.78854775,0.76209176,0.7562429,0.7715197,0.80688983,0.8532448,0.89019424,0.89898854,0.88044566,0.85682684,0.8536011,0.87806636,0.9147924,0.9412591,0.94701546,0.93763465,0.92364883,0.9109358,0.9023572,0.90263754,0.9156664,0.9373415,0.9550304,0.9556074,0.9329325,0.88859475,0.8299177,0.7699187,0.72563565,0.709822,0.72130567,0.7459904,0.77020633,0.79195654,0.81702,0.84611714,0.8693437,0.872191,0.844295,0.78426844,0.70042384,0.6075051,0.5202493,0.44797522,0.39349207,0.3554422,0.3315485,0.3202982,0.31955045,0.32443807,0.32882482,0.32932383,0.3263324,0.3211631,0.31423753,0.306294,0.29894227,0.29285893,0.28664896,0.27829885,0.26734895,0.25550064,0.2452557,0.23781519,0.23226687,0.22687133,0.22068615,0.21367805,0.2062231,0.19943821,0.19502245,0.1932026,0.191238,0.18539795,0.1744821,0.16078216,0.14808647,0.13939448,0.1358161,0.13640706,0.13877036,0.14037476,0.13995202,0.13806753,0.13642071,0.13635379,0.13770494,0.13874055,0.13715596,0.13184182,0.12432047,0.11788703,0.114439435,0.112662025,0.11034347,0.107748754,0.107171595,0.10955819,0.11311031,0.115157954,0.114307486,0.11077687,0.10542851,0.09886508,0.091522105,0.08436717,0.079121724,0.0784975,0.08795129,0.11798852,0.18349844,0.29781637,0.46192938,0.65165645,0.81215787,0.87541753,0.80230546,0.61742127,0.39767563,0.21990892,0.11641559,0.072902255,0.056744188,0.04374914,0.02699042,0.0111419065,0.0026936738,0.0034796896,0.009706286,0.015157664,0.015592193,0.011057748,0.004832285,0.000565422,0.0,0.0024382423,0.0058693383,0.008685151,0.010431379,0.01125356
5,0.4972727,0.5043715,0.5197111,0.5417997,0.56523836,0.583757,0.59409034,0.5985296,0.6046275,0.62010807,0.6460591,0.6754298,0.697748,0.70445985,0.6926557,0.66817063,0.64419967,0.63153535,0.6283308,0.622626,0.6064642,0.5847514,0.568632,0.56319517,0.56460875,0.5672566,0.5701196,0.5769738,0.593323,0.6221732,0.65948486,0.69421446,0.7158556,0.722049,0.7172119,0.705525,0.68917274,0.67336935,0.66731447,0.6744171,0.6829155,0.67359906,0.64053416,0.5996888,0.5732219,0.56880224,0.5772491,0.5849319,0.5830295,0.56893414,0.5458725,0.5216131,0.5038271,0.49472564,0.4902445,0.48561352,0.48259187,0.48909923,0.5082866,0.52877814,0.5309571,0.5060242,0.46640784,0.43437517,0.4214801,0.4206874,0.41649836,0.40027556,0.37620693,0.35440043,0.34034526,0.332245,0.32653776,0.3228184,0.32407492,0.3349569,0.35867456,0.39157197,0.42060545,0.43086523,0.41878945,0.3963813,0.38093618,0.38272193,0.40264973,0.43538737,0.4694667,0.4886491,0.48127532,0.45030248,0.41170332,0.38252407,0.37105605,0.37621865,0.3919956,0.41010585,0.4205422,0.414144,0.38720176,0.34325218,0.29047573,0.2381856,0.19447674,0.16395351,0.14594467,0.13568518,0.128462,0.122991905,0.12096962,0.12391118,0.13067701,0.13754612,0.14049768,0.1381963,0.1333715,0.13082522,0.13333434,0.13942881,0.14555585,0.15011372,0.15420258,0.15841849,0.16100162,0.16040337,0.15810993,0.15723921,0.15911448,0.16273683,0.16720037,0.17265499,0.17807186,0.17965358,0.17386144,0.16306391,0.15722293,0.16752107,0.19563435,0.22867648,0.24810618,0.24993768,0.26067615,0.3292957,0.48884892,0.71246713,0.91214645,1.0,0.9587137,0.84409904,0.719452,0.60183376,0.47384316,0.32836822,0.18753465,0.08367176,0.03230573,0.0236874,0.0339899,0.0420806,0.039409626,0.029470773,0.020450652,0.01745429,0.019372994,0.021294389,0.019204553,0.012914936,0.0055944454,0.0009074932,0.0,0.0008480338
6,0.16846015,0.16582288,0.16132697,0.15642953,0.15260853,0.15063958,0.15084852,0.1539523,0.16088538,0.1714133,0.1834428,0.19428568,0.20254232,0.20864712,0.21410362,0.22073145,0.2303058,0.24402891,0.26177132,0.28152224,0.299188,0.3091304,0.30644432,0.29057896,0.26721984,0.24580146,0.23438351,0.23629414,0.25036514,0.27289703,0.29948974,0.32649598,0.35142633,0.37143052,0.3819088,0.37884113,0.36368164,0.34453902,0.33071336,0.32585794,0.32646003,0.32562727,0.31737682,0.29889724,0.27166784,0.24162468,0.21696164,0.20386553,0.20317544,0.21037006,0.21827784,0.22036497,0.21329062,0.19831687,0.18091646,0.16797031,0.16363198,0.1668448,0.17280462,0.17711794,0.1787575,0.17943974,0.18090354,0.18314296,0.18472712,0.1839473,0.17940053,0.1702084,0.15679072,0.1417132,0.12884513,0.12072776,0.11687675,0.11505674,0.11373497,0.11266035,0.11165771,0.11013627,0.10804702,0.10652288,0.1070068,0.10983066,0.113871664,0.11780746,0.12186065,0.12797014,0.13749377,0.1485882,0.15664779,0.15798157,0.1528611,0.14477754,0.13728073,0.13194212,0.12861906,0.1265069,0.12475896,0.12284024,0.1207187,0.11851267,0.115986526,0.112918034,0.11008313,0.1092331,0.11161622,0.1167751,0.12300313,0.12858024,0.13241464,0.13417464,0.1343057,0.13348936,0.13178028,0.1288303,0.12520406,0.122697316,0.12285379,0.12566061,0.1299275,0.13423021,0.13715549,0.13755123,0.1355081,0.13291341,0.13233939,0.13521625,0.14114451,0.14849281,0.15500289,0.15805988,0.15566944,0.14848074,0.14101237,0.13949986,0.14671883,0.15897444,0.17070958,0.18421803,0.21401627,0.27969107,0.3935503,0.5525851,0.73535943,0.9014972,1.0,0.99212915,0.87605673,0.68992597,0.48845533,0.31427726,0.18582818,0.10260079,0.05510033,0.03146608,0.02106984,0.016557885,0.013975197,0.011413757,0.008024735,0.004085644,0.0009409382,0.0,0.0016521544,0.0051515866,0.009227107,0.012626292,0.014468659,0.014598373,0.013695602,0.012850041
7,0.4258192,0.4267597,0.43066242,0.438429,0.44812593,0.45660317,0.46156278,0.46202433,0.45857432,0.4539222,0.45149285,0.45167395,0.44974178,0.43892395,0.41654694,0.38772863,0.36299855,0.35115534,0.35292637,0.36104044,0.36676413,0.3668097,0.36489314,0.3679104,0.38038266,0.40049273,0.42011034,0.42973235,0.42536137,0.41156128,0.39817894,0.39436746,0.40469086,0.4279267,0.4572093,0.48247823,0.49611437,0.49787626,0.4936612,0.48883352,0.48314062,0.47203815,0.45203876,0.4246143,0.39611378,0.37469348,0.36622912,0.37125993,0.38514236,0.401866,0.4183176,0.43462634,0.4505297,0.4626078,0.46578485,0.4568202,0.43595904,0.4065617,0.37440088,0.34632704,0.32742417,0.31834176,0.3155627,0.3148023,0.3146586,0.31722397,0.3249225,0.33646378,0.3461297,0.34768063,0.33957136,0.32677543,0.3176519,0.31863084,0.3311951,0.35325828,0.38260606,0.4182931,0.45910978,0.50189257,0.54120934,0.5690678,0.57504475,0.55020237,0.4943854,0.41992158,0.34654427,0.29130426,0.26124424,0.25241652,0.25403965,0.25507766,0.24986216,0.23947044,0.2284985,0.22057027,0.21619886,0.21369345,0.21139836,0.20920025,0.20812243,0.20856608,0.20929575,0.20837182,0.20476931,0.19904637,0.19304733,0.1889453,0.18749663,0.18684061,0.18408392,0.17873633,0.17373781,0.1723973,0.17500038,0.17899032,0.18159819,0.18145417,0.17854445,0.17409776,0.1704505,0.16978613,0.17250583,0.1771312,0.18161605,0.18436892,0.18463461,0.18288639,0.18061109,0.17879085,0.17678727,0.17363705,0.17024261,0.16919705,0.17247549,0.18068069,0.19546849,0.22232077,0.26996443,0.345887,0.45123395,0.57949865,0.7189958,0.8532368,0.95730317,1.0,0.95969844,0.84205025,0.6793955,0.51102895,0.36401165,0.24891448,0.1660399,0.11127244,0.07823474,0.059503898,0.048406158,0.040421274,0.033467785,0.027321167,0.022497753,0.019136768,0.016736304,0.014772864,0.0130903,0.011460217,0.009243463,0.0060181026,0.0024273808,0.0
